,taxon.name,taxon.id,taxon.rank,count,taxon.observations_count,taxon.ancestor_ids
197,Astraeus hygrometricus,55271,species,20,3614,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48775, 48774, 55271]"
198,Agrocybe pediades,118393,species,20,11379,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416512, 118395, 118393]"
199,Hebeloma crustuliniforme,194307,species,20,2429,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416512, 192716, 1370549, 1428689, 194307]"
200,Pseudoclitocybe cyathiformis,339415,species,20,2715,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 1096394, 332677, 339415]"
201,Craterellus cinereus,350509,species,20,143,"[48460, 47170, 47169, 492000, 50814, 47350, 48423, 48611, 350509]"
202,Agrocybe molesta,354697,species,20,1079,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416512, 118395, 354697]"
203,Suillus luteus,53488,species,19,4227,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 1432580, 53489, 53490, 53488]"
204,Amanita franchetii,118396,species,19,166,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 118249, 1149497, 48419, 1142598, 932781, 118396]"
205,Verpa bohemica,126131,species,19,2003,"[48460, 47170, 48250, 372740, 152032, 48717, 56831, 118001, 126131]"
206,Lactarius deterrimus,194385,species,19,2043,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 54597, 1174534, 1303228, 194385]"
207,Inonotus hispidus,194483,species,19,2956,"[48460, 47170, 47169, 492000, 50814, 57519, 57518, 57527, 194483]"
208,Russula atropurpurea,210270,species,19,450,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1167950, 210270]"
209,Entoloma clypeatum,344650,species,19,132,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 47166, 47165, 1366583, 1416478, 344650]"
210,Lactarius salmonicolor,351304,species,19,386,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 54597, 1174534, 1303228, 351304]"
211,Russula delica,352278,species,19,1035,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1167951, 1397334, 352278]"
212,Helvella lacunosa,475619,species,19,1140,"[48460, 47170, 48250, 372740, 152032, 48717, 49205, 49206, 475619]"
213,Caloboletus radicans,507493,species,19,631,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48702, 415479, 507493]"
214,Hortiboletus rubellus,833474,species,19,8258,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48702, 544547, 833474]"
215,Panaeolus foenisecii,902551,species,19,13633,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 1180803, 118262, 902551]"
216,Lentinus brumalis,947949,species,19,2060,"[48460, 47170, 47169, 492000, 50814, 47380, 47379, 68311, 1468217, 947949]"
217,Calvatia gigantea,57692,species,18,11437,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48445, 57693, 57692]"
218,Leccinum scabrum,63232,species,18,11330,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48702, 1199038, 54203, 1397470, 63232]"
219,Bovista plumbea,118132,species,18,1153,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48445, 81948, 1296852, 118132]"
220,Amanita strobiliformis,350061,species,18,361,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 118249, 1149497, 48419, 1142598, 1142623, 350061]"
221,Cuphophyllus virgineus,486380,species,18,3530,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128302, 51870, 1247546, 361640, 1135350, 486380]"
222,Fuscoporia torulosa,995149,species,18,429,"[48460, 47170, 47169, 492000, 50814, 57519, 57518, 328266, 995149]"
223,Ganoderma adspersum,63509,species,17,220,"[48460, 47170, 47169, 492000, 50814, 47380, 47379, 48475, 559675, 1129535, 63509]"
224,Inocybe geophylla,118336,species,17,3735,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 55574, 58679, 1366601, 118336]"
225,Sarcodon imbricatus,122335,species,17,2961,"[48460, 47170, 47169, 492000, 50814, 52526, 52527, 122336, 122335]"
226,Gyroporus castaneus,125688,species,17,3227,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 474345, 125691, 125692, 125688]"
227,Russula nigricans,194414,species,17,1499,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1167956, 1483295, 1396126, 194414]"
228,Coprinellus domesticus,203062,species,17,1879,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 56310, 56315, 947428, 203062]"
229,Russula chloroides,332680,species,17,153,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1167951, 1397334, 332680]"
230,Lycoperdon echinatum,343169,species,17,1654,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48445, 48444, 343169]"
231,Hygrophorus chrysodon,344545,species,17,795,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128302, 51870, 1135223, 1135224, 63108, 1096426, 1135973, 344545]"
232,Hygrophorus arbustivus,351046,species,17,52,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128302, 51870, 1135223, 1135224, 63108, 1135951, 1135953, 1135957, 351046]"
233,Lactarius blennius,382877,species,17,263,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 54597, 1174534, 382877]"
234,Xerocomellus pruinatus,474502,species,17,398,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48702, 1135850, 416305, 474502]"
235,Mycena polygramma,499257,species,17,231,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 55920, 55922, 499257]"
236,Cortinarius praestans,765052,species,17,86,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48705, 48704, 1153054, 765052]"
237,Imperator luteocupreus,824012,species,17,53,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48702, 824667, 824012]"
238,Hericium erinaceus,49158,species,16,8577,"[48460, 47170, 47169, 492000, 50814, 48341, 49159, 49160, 49158]"
239,Helvella crispa,49208,species,16,5067,"[48460, 47170, 48250, 372740, 152032, 48717, 49205, 49206, 49208]"
240,Scleroderma citrinum,55927,species,16,18614,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 474345, 55928, 55929, 55927]"
241,Lyophyllum decastes,118243,species,16,3023,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 118247, 118248, 118243]"
242,Mycena epipterygia,179107,species,16,3147,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 55920, 55922, 179107]"
243,Radulomyces molaris,332678,species,16,96,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 905657, 1181456, 332679, 332678]"
244,Exidia truncata,335990,species,16,346,"[48460, 47170, 47169, 492000, 50814, 50815, 50816, 55569, 335990]"
245,Hebeloma sinapizans,344561,species,16,152,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416512, 192716, 1428678, 344561]"
246,Pleurotus cornucopiae,351875,species,16,158,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 905657, 48495, 48496, 351875]"
247,Polyporus tuberaster,351927,species,16,1774,"[48460, 47170, 47169, 492000, 50814, 47380, 47379, 50884, 351927]"
248,Cortinarius infractus,381919,species,16,213,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48705, 48704, 1433691, 1152008, 381919]"
249,Hericium cirrhatum,513329,species,16,268,"[48460, 47170, 47169, 492000, 50814, 48341, 49159, 49160, 513329]"
250,Trametes betulina,786918,species,16,11534,"[48460, 47170, 47169, 492000, 50814, 47380, 47379, 47378, 786918]"
251,Infundibulicybe costata,1428781,species,16,85,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 1180517, 451027, 1428781]"
252,Mycena acicula,63426,species,15,2279,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 55920, 55922, 63426]"
253,Hypholoma capnoides,64071,species,15,7519,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48768, 48769, 64071]"
254,Gloeophyllum sepiarium,67338,species,15,9889,"[48460, 47170, 47169, 492000, 50814, 67339, 67340, 67341, 67338]"
255,Trichaptum abietinum,118115,species,15,12609,"[48460, 47170, 47169, 492000, 50814, 57519, 57518, 118119, 118115]"
256,Russula parazurea,122332,species,15,183,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1167952, 1397342, 122332]"
257,Lycoperdon excipuliforme,154675,species,15,2767,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48445, 48444, 154675]"
258,Crepidotus crocophyllus,154733,species,15,1624,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416506, 118288, 154733]"
259,Peziza varia,411300,species,15,6661,"[48460, 47170, 48250, 372740, 152032, 48717, 57373, 57372, 411300]"
260,Entoloma sinuatum,510199,species,15,147,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 47166, 47165, 1366583, 1416477, 510199]"
261,Helvella monachella,631608,species,15,97,"[48460, 47170, 48250, 372740, 152032, 48717, 49205, 49206, 631608]"
262,Xylodon paradoxus,785474,species,15,1304,"[48460, 47170, 47169, 492000, 50814, 57519, 118063, 499312, 785474]"
263,Lactarius serifluus,875079,species,15,63,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 54597, 1046273, 875079]"
264,Gomphidius glutinosus,48424,species,14,1750,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48426, 48425, 48424]"
265,Parmelia sulcata,54734,species,14,24257,"[48460, 47170, 48250, 372740, 54743, 952186, 48327, 54321, 1094690, 54735, 54734]"
266,Byssomerulius corium,118073,species,14,2858,"[48460, 47170, 47169, 492000, 50814, 47380, 964622, 118077, 118073]"
267,Leucoagaricus americanus,119984,species,14,5640,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 47394, 119985, 119984]"
268,Pholiota squarrosa,153445,species,14,5936,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48768, 64076, 1145086, 1145087, 153445]"
269,Agaricus sylvicola,154291,species,14,1405,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 47394, 49548, 824802, 847564, 154291]"
270,Lactarius aurantiacus,332500,species,14,406,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 54597, 1046273, 332500]"
271,Puccinia malvacearum,343592,species,14,2871,"[48460, 47170, 47169, 416490, 69967, 69968, 1151342, 84768, 84769, 343592]"
272,Coriolopsis gallica,350460,species,14,793,"[48460, 47170, 47169, 492000, 50814, 47380, 47379, 335138, 350460]"
273,Coprinopsis romagnesiana,371747,species,14,700,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 56310, 48522, 1180054, 371747]"
274,Tricholoma sulphureum,408299,species,14,868,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 47498, 62484, 1444966, 1377704, 408299]"
275,Chlorophyllum olivieri,424530,species,14,2350,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 47394, 56536, 1413392, 424530]"
276,Agaricus sylvaticus,480776,species,14,744,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 47394, 49548, 824804, 824817, 480776]"
277,Trametopsis cervina,485771,species,14,1609,"[48460, 47170, 47169, 492000, 50814, 47380, 964622, 485772, 485771]"
278,Hemipholiota populnea,786894,species,14,1820,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416512, 786892, 786894]"
279,Helvella elastica,63246,species,13,565,"[48460, 47170, 48250, 372740, 152032, 48717, 49205, 49206, 63246]"
280,Sarcosphaera coronaria,68183,species,13,802,"[48460, 47170, 48250, 372740, 152032, 48717, 57373, 68184, 68183]"
281,Rickenella fibula,118170,species,13,5616,"[48460, 47170, 47169, 492000, 50814, 57519, 541370, 118174, 118170]"
282,Physcia adscendens,124439,species,13,9029,"[48460, 47170, 48250, 372740, 54743, 952186, 372828, 60717, 117887, 124439]"
283,Clavulina cinerea,125366,species,13,1516,"[48460, 47170, 47169, 492000, 50814, 47350, 48423, 63266, 125366]"
284,Chalciporus piperatus,147354,species,13,2991,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48702, 118365, 147354]"
285,Tapinella atrotomentosa,154450,species,13,5868,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 118204, 118205, 154450]"
286,Hohenbuehelia petaloides,154750,species,13,2832,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 905657, 48495, 154753, 154750]"
287,Gliophorus psittacinus,348711,species,13,4039,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128302, 51870, 1135226, 1135229, 143385, 1134262, 348711]"
288,Hypoxylon fragiforme,351126,species,13,2000,"[48460, 47170, 48250, 372740, 53539, 792674, 48805, 785476, 48804, 351126]"
289,Schizophyllum amplum,451041,species,13,297,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 905658, 54574, 54575, 451041]"
290,Russula torulosa,483989,species,13,99,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1167950, 483989]"
291,Hericium alpestre,513328,species,13,48,"[48460, 47170, 47169, 492000, 50814, 48341, 49159, 49160, 513328]"
292,Marasmius bulliardii,517700,species,13,122,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 49545, 54067, 1366791, 517700]"
293,Butyriboletus fuscoroseus,544549,species,13,30,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48702, 372727, 544549]"
294,Cantharellus ferruginascens,557140,species,13,41,"[48460, 47170, 47169, 492000, 50814, 47350, 48423, 47348, 1374657, 557140]"
295,Calycina citrina,955949,species,13,8863,"[48460, 47170, 48250, 372740, 55523, 49073, 791564, 359415, 955949]"
296,Cyanosporus caesius,959237,species,13,2099,"[48460, 47170, 47169, 492000, 50814, 47380, 1415510, 959236, 959237]"
297,Collybiopsis confluens,1275338,species,13,1202,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 64013, 374622, 1275338]"
298,Peniophora incarnata,55877,species,12,559,"[48460, 47170, 47169, 492000, 50814, 48341, 55878, 55879, 55877]"
299,Geastrum triplex,63076,species,12,3251,"[48460, 47170, 47169, 492000, 50814, 891028, 55013, 55014, 63077, 1085910, 63076]"
300,Lycoperdon pratense,118145,species,12,4290,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48445, 48444, 118145]"
301,Hygrophorus hypothejus,118324,species,12,501,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128302, 51870, 1135223, 1135224, 63108, 1135949, 1135960, 1135970, 118324]"
302,Clitocybe fragrans,118370,species,12,6245,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 1155395, 1128513, 54625, 118370]"
303,Evernia prunastri,123175,species,12,21192,"[48460, 47170, 48250, 372740, 54743, 952186, 48327, 54321, 1094690, 123176, 123175]"
304,Gymnopus aquosus,198912,species,12,128,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 64013, 55293, 1134711, 198912]"
305,Peniophora quercina,332673,species,12,412,"[48460, 47170, 47169, 492000, 50814, 48341, 55878, 55879, 332673]"
306,Gymnopus brassicolens,344922,species,12,2495,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 64013, 55293, 1134710, 344922]"
307,Hymenochaete rubiginosa,351061,species,12,1737,"[48460, 47170, 47169, 492000, 50814, 57519, 57518, 202468, 351061]"
308,Cuphophyllus pratensis,361641,species,12,2153,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128302, 51870, 1247546, 361640, 1135347, 361641]"
309,Hygrocybe acutoconica,367288,species,12,2459,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128302, 51870, 1135226, 1135227, 51871, 1135480, 1101271, 1135482, 367288]"
310,Lactarius controversus,479681,species,12,401,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 54597, 1174534, 479681]"
311,Hygrophorus marzuolus,497251,species,12,147,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128302, 51870, 1135223, 1135224, 63108, 1096426, 1135972, 497251]"
312,Leccinum albostipitatum,509026,species,12,1094,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48702, 1199038, 54203, 509026]"
313,Geopora sumneriana,538588,species,12,157,"[48460, 47170, 48250, 372740, 152032, 48717, 48718, 58689, 538588]"
314,Pleurotus calyptratus,626854,species,12,122,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 905657, 48495, 48496, 626854]"
315,Marasmius wynneae,747487,species,12,118,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 49545, 54067, 747487]"
316,Cerioporus varius,895267,species,12,3011,"[48460, 47170, 47169, 492000, 50814, 47380, 47379, 895268, 895267]"
317,Galactinia saniosa,1110801,species,12,28,"[48460, 47170, 48250, 372740, 152032, 48717, 57373, 1019886, 1110801]"
318,Inocybe lilacina,1288764,species,12,1020,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 55574, 58679, 1366614, 1288764]"
319,Ascocoryne sarcoides,49075,species,11,5815,"[48460, 47170, 48250, 372740, 55523, 49073, 791908, 49072, 49075]"
320,Agaricus augustus,49547,species,11,4353,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 47394, 49548, 824802, 847564, 49547]"
321,Hygrocybe chlorophana,53474,species,11,920,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128302, 51870, 1135226, 1135227, 51871, 1135480, 1135484, 1134097, 53474]"
322,Agaricus arvensis,58699,species,11,5410,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 47394, 49548, 824802, 847564, 58699]"
323,Mycena inclinata,63453,species,11,3383,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 55920, 55922, 63453]"
324,Pluteus romellii,64087,species,11,642,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 48420, 60783, 1366819, 1403811, 64087]"
325,Verpa conica,118002,species,11,856,"[48460, 47170, 48250, 372740, 152032, 48717, 56831, 118001, 118002]"
326,Cyathus olla,118131,species,11,2452,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 121439, 68301, 118131]"
327,Tricholoma saponaceum,118213,species,11,1154,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 47498, 62484, 1444961, 1377699, 118213]"
328,Rhytisma acerinum,130935,species,11,8925,"[48460, 47170, 48250, 372740, 55523, 125771, 125772, 130943, 130935]"
329,Pseudevernia furfuracea,175355,species,11,4766,"[48460, 47170, 48250, 372740, 54743, 952186, 48327, 54321, 1094690, 175350, 175355]"
330,Stereum complicatum,196842,species,11,20514,"[48460, 47170, 47169, 492000, 50814, 48341, 55502, 55503, 196842]"
331,Simocybe centunculus,343174,species,11,853,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416506, 328220, 343174]"
332,Pholiota lenta,351824,species,11,204,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48768, 64076, 1148459, 1148460, 351824]"
333,Pluteus aurantiorugosus,351886,species,11,340,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 48420, 60783, 1366819, 351886]"
334,Suillus collinitus,363592,species,11,649,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 1432580, 53489, 53490, 363592]"
335,Agrocybe acericola,381183,species,11,209,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416512, 118395, 1468920, 381183]"
336,Fomitiporia robusta,485958,species,11,2988,"[48460, 47170, 47169, 492000, 50814, 57519, 57518, 352247, 485958]"
337,Tephrocybe rancida,500130,species,11,141,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 118247, 354744, 500130]"
338,Entoloma sepium,500144,species,11,61,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 47166, 47165, 1366583, 1416478, 500144]"
339,Cyanoboletus pulverulentus,517822,species,11,508,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48702, 518642, 517822]"
340,Neoboletus erythropus,553907,species,11,1741,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48702, 553906, 553907]"
341,Parasola conopilea,830766,species,11,2097,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 56310, 56311, 1180102, 830766]"
