,gbifID,year,taxonID,scientificName,kingdom,phylum,class,order,family,subfamily,genus,subgenus,taxonRank,genericName,vernacularName,continent,country,municipality,locality,decimalLatitude,decimalLongitude,geodeticDatum
33966,3903513869,,57692,Calvatia gigantea,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,,Calvatia,,species,,,,,,,45.1914740306,19.7871578112,EPSG:4326
604933,3024277217,,121523,"Calycina Nees ex Gray, 1821",Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,,,,Genus,,,,Serbia,Srem District,Grgurevci,45.120956,19.657461,https://epsg.io/4326
349559,1671734232,,955949,Calycina citrina,Fungi,Ascomycota,Leotiomycetes,Helotiales,Pezizellaceae,,Calycina,,species,,,,,,,42.8552726798,22.0055736264,EPSG:4326
400787,3947412098,,1179954,Candolleomyces candolleanus,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,,Candolleomyces,,species,,,,,,,45.1443954729,19.6092467217,EPSG:4326
28216,4029152566,,1179959,Candolleomyces leucotephrus,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,,Candolleomyces,,species,,,,,,,45.1684872515,19.6663934719,EPSG:4326
34546,3759158747,,1374689,Cantharellus alborufescens lilacinopruinatus,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,,Cantharellus,,form,,,,,,,45.1829132077,19.8503760064,EPSG:4326
33709,4029072487,,566555,Cantharellus amethysteus,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,,Cantharellus,,species,,,,,,,45.1633103064,19.708621715,EPSG:4326
583677,3923407728,,47347,Cantharellus cibarius,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,,Cantharellus,,species,,,,,,,45.1719025,19.7056131997,EPSG:4326
18701,1928228871,,,Cantharellus cibarius var. amethysteus Quél.,Fungi,Basidiomycota,,,Hydnaceae,,Cantharellus,,Variety,,,Europe,Serbia,,"Hotel Panorama above Nova Varos, ""Yugoslavia""",,,
157189,3961328505,,557140,Cantharellus ferruginascens,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,,Cantharellus,,species,,,,,,,45.1452232515,19.6096814413,EPSG:4326
398002,3859641669,,568292,Cantharellus friesii,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,,Cantharellus,,species,,,,,,,45.1694444444,19.6838888889,EPSG:4326
28728,3858503000,,626851,Cantharellus pallens,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,,Cantharellus,,species,,,,,,,43.6094372367,21.4856817573,EPSG:4326
19737,1805376949,,1131192,Cartilosoma ramentaceum,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,,Cartilosoma,,species,,,,,,,45.7977244675,20.1413834095,EPSG:4326
607614,2579373749,,940028,Cerioporus squamosus,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,,Cerioporus,,species,,,,,,,43.9099577079,19.4229675613,EPSG:4326
29656,3858977058,,895267,Cerioporus varius,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,,Cerioporus,,species,,,,,,,43.420628,21.379732,EPSG:4326
159207,2963854343,,532893,Ceriporiopsis gilvescens,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,,Ceriporiopsis,,species,,,,,,,44.2889317401,20.5233939897,EPSG:4326
28449,4116237653,,194476,Cerrena unicolor,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Cerrenaceae,,Cerrena,,species,,,,,,,45.1387799437,19.7705881298,EPSG:4326
134746,4014860309,,1428486,Chalciporus amarellus,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,,Chalciporus,,species,,,,,,,43.2923100782,20.8087706566,EPSG:4326
607506,1677317374,,147354,Chalciporus piperatus,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,,Chalciporus,,species,,,,,,,42.4437912754,22.1304130554,EPSG:4326
400893,4121435549,,122329,Chlorociboria aeruginascens,Fungi,Ascomycota,Leotiomycetes,Helotiales,Chlorociboriaceae,,Chlorociboria,,species,,,,,,,45.1435083333,19.7031305556,EPSG:4326
603428,4075575888,,117999,Chlorociboria aeruginosa,Fungi,Ascomycota,Leotiomycetes,Helotiales,Chlorociboriaceae,,Chlorociboria,,species,,,,,,,45.1530555556,19.5294444444,EPSG:4326
396525,3416104510,,776979,Chlorophyllum agaricoides,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,,Chlorophyllum,,species,,,,,,,44.9258333333,21.1863888889,EPSG:4326
335088,3022584057,,138709,"Chlorophyllum agaricoides (Czern.) Vellinga, 2002",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,,Chlorophyllum,,Species,,,,Serbia,Fehertemplom,,,,https://epsg.io/4326
610613,3994228084,,58693,Chlorophyllum brunneum,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,,Chlorophyllum,,species,,,,,,,45.271919,19.504187,EPSG:4326
383209,4028704660,,424530,Chlorophyllum olivieri,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,,Chlorophyllum,,species,,,,,,,44.1601454971,19.8067873058,EPSG:4326
134020,3415593049,,56535,Chlorophyllum rhacodes,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,,Chlorophyllum,,species,,,,,,,45.1650000205,19.7068199912,EPSG:4326
604924,3024276899,,138732,"Chlorosplenium chlora (Schwein.) M.A. Curtis, 1856",Fungi,Ascomycota,Leotiomycetes,Helotiales,Chlorospleniaceae,,Chlorosplenium,,Species,,,,Serbia,South Backa District,Paragovo,45.179960,19.840137,https://epsg.io/4326
397926,4137839223,,854513,Choiromyces meandriformis,Fungi,Ascomycota,Pezizomycetes,Pezizales,Tuberaceae,,Choiromyces,,species,,,,,,,45.1798189156,19.7829021513,EPSG:4326
404043,3994278071,,118036,Chondrostereum purpureum,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cyphellaceae,,Chondrostereum,,species,,,,,,,45.2725041424,19.5084749535,EPSG:4326
376593,1802713169,,344022,Chroogomphus helveticus,Fungi,Basidiomycota,Agaricomycetes,Boletales,Gomphidiaceae,,Chroogomphus,,species,,,,,,,43.2898267203,20.8136200905,EPSG:4326
375115,3925151047,,194275,Chroogomphus rutilus,Fungi,Basidiomycota,Agaricomycetes,Boletales,Gomphidiaceae,,Chroogomphus,,species,,,,,,,45.1374227,19.9236585997,EPSG:4326
383308,3698202473,,216850,Chrysomphalina grossula,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,,Chrysomphalina,,species,,,,,,,43.8793977808,19.550759998,EPSG:4326
24236,3468817625,,462706,Circinaria contorta,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Megasporaceae,,Circinaria,,species,,,,,,,44.194427,19.914132,EPSG:4326
350334,3359692470,,53386,Cladonia cenotea,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,,Cladonia,,Species,,,,Serbia,,,,,
348769,1851028941,1977,127959,Cladonia foliacea,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,,Cladonia,,Species,,,,Serbia,,"Jugoslowien: Tal der Južna Morava ca. 16 km S Nis, SW der Ortschaft Malošište. [Južna Morava valley ca. 16 km S of Nis, SW of the village Malošište]",,,
22495,2451576529,,123894,Cladonia pyxidata,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,,Cladonia,,species,,,,,,,44.3746452222,19.3387946944,EPSG:4326
138116,1840779109,,,Cladonia rangiferina var. major (Sm.) L.,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,,Cladonia,,,,,,Serbia,,,,,
142343,3416195326,,51135,Clathrus archeri,Fungi,Basidiomycota,Agaricomycetes,Phallales,Clathraceae,,Clathrus,,species,,,,,,,44.3960691785,19.2382534593,EPSG:4326
24628,4121096420,,56534,Clathrus ruber,Fungi,Basidiomycota,Agaricomycetes,Phallales,Clathraceae,,Clathrus,,species,,,,,,,43.5575166667,20.6830383333,EPSG:4326
28819,3923348409,,55156,Clavariadelphus pistillaris,Fungi,Basidiomycota,Agaricomycetes,Gomphales,Clavariadelphaceae,,Clavariadelphus,,species,,,,,,,45.1731149948,19.6385423635,EPSG:4326
356549,4137648668,,125366,Clavulina cinerea,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,,Clavulina,,species,,,,,,,44.6089452217,19.7337274096,EPSG:4326
24800,4138558153,,63260,Clavulina coralloides,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,,Clavulina,,species,,,,,,,45.1213335603,19.754313962,EPSG:4326
349394,2013682853,,81961,Clavulina rugosa,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,,Clavulina,,species,,,,,,,44.221717,19.861908,EPSG:4326
401766,1802716448,,55272,Clavulinopsis fusiformis,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,,Clavulinopsis,,species,,,,,,,43.3812379463,22.0103573799,EPSG:4326
20635,2234739980,,362042,Clavulinopsis helvola,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,,Clavulinopsis,,species,,,,,,,44.3098290108,20.6274961472,EPSG:4326
31144,3902021909,,350364,Climacocystis borealis,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,,Climacocystis,,species,,,,,,,43.8979293,19.5522464,EPSG:4326
29962,2829298175,1984,,Cliostomum,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,,Cliostomum,,genus,,,EUROPE,Serbia,,"MONTENEGRO: Crna Gora, montes Durmitor, in silva virginea supra lacum ZMINJE JEZERO, loco Surdup dicto.",,,
397518,4137679580,,791756,Clitocella fallax,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,,Clitocella,,species,,,,,,,43.7691633333,21.921225,EPSG:4326
28972,3947729642,,63255,Clitocybe nebularis,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clitocybaceae,,Clitocybe,,species,,,,,,,43.4289539722,21.3728049722,EPSG:4326
352116,3466259984,,334677,Clitocybe odora,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clitocybaceae,,Clitocybe,,species,,,,,,,42.7414504718,22.3291100934,EPSG:4326
35421,4120897061,,155494,Clitocybe rivulosa,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clitocybaceae,,Clitocybe,,species,,,,,,,45.1579338,19.4986841997,EPSG:4326
398480,3903411483,,64708,Clitopilus prunulus,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,,Clitopilus,,species,,,,,,,45.1562178128,19.7419183329,EPSG:4326
133353,3457030380,,381759,Coleosporium tussilaginis,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Coleosporiaceae,,Coleosporium,,species,,,,,,,44.194509,19.916096,EPSG:4326
20436,2437525430,1968,,Collema nigrescens,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Collemataceae,,Collema,,species,,,EUROPE,Serbia,,"Hercegovina. Ad latera montis Maglic, in valle fl. Sutjeska.",,,
597720,2438322477,1969,,Collemataceae,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Collemataceae,,,,family,,,EUROPE,Serbia,,Alpes Julia. In valleculo prope lacum Bohinj.,,,
342793,1212938210,,,Colletotrichum circinans,Fungi,,,,,,Colletotrichum,,,,,,Serbia,,Novi Sad,,,WGS84
17412,3408675163,,ASV:7e4ef6279be6e0787cbcd22190ec6808,"Colletotrichum circinans (Berk.) Voglino, 1907",Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,,Colletotrichum,,,,,,Serbia,,,,,
342797,1212941877,,,Colletotrichum coccodes,Fungi,,,,,,Colletotrichum,,,,,,Serbia,,"Novi Sad, Inst. of Field- and veget. crops",,,WGS84
154348,3347989855,,ASV:db8c4944b0dd537f3a6503141fd30b4e,Colletotrichum destructivum,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,,Colletotrichum,,,,,,Serbia,,,,,
154546,3346390500,,ASV:6838effae579e380ab67e016925da718,Colletotrichum fioriniae,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,,Colletotrichum,,,,,,Serbia,,,,,
144086,3346366386,,ASV:65506e7afa57b986e2b7c417bffbc9a9,Colletotrichum godetiae,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,,Colletotrichum,,,,,,Serbia,,,,,
154921,3347972841,,ASV:336373aac7e75c69d5e05e8e31b593ac,Colletotrichum lini,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,,Colletotrichum,,,,,,Serbia,,,,,
154836,4153259318,,ASV:898a2577f6319b7027fd62ebfb39ab95,Colletotrichum nymphaeae,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,,Colletotrichum,,,,,,Serbia,,,,,
154246,3346402522,,ASV:ebe08abf217fde3d4d521f535ca0763d,Colletotrichum orbiculare,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,,Colletotrichum,,,,,,Serbia,,,,,
154642,3347220478,,ASV:b92037e85550aae2c50b7dd3ef78aefe,Colletotrichum scovillei,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,,Colletotrichum,,,,,,Serbia,,,,,
144271,3348843962,,ASV:87877b5c23f2514c52917b4ddac69a51,Colletotrichum sp.,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,,Colletotrichum,,,,,,Serbia,,,,,
154094,3346124814,,ASV:041128da269bc2606e0e1e60b9c93dd5,Colletotrichum trifolii,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,,Colletotrichum,,,,,,Serbia,,,,,
399931,4134139496,,1275338,Collybiopsis confluens,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,,Collybiopsis,,species,,,,,,,43.9175380006,19.4237526472,EPSG:4326
399871,4062808517,,1275360,Collybiopsis peronata,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,,Collybiopsis,,species,,,,,,,45.1549852964,19.7438904271,EPSG:4326
585380,4138028907,,1275332,Collybiopsis ramealis,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,,Collybiopsis,,species,,,,,,,45.1192141832,19.7532294453,EPSG:4326
29259,3415735914,,1047567,Conocybe aeruginosa,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,,Conocybe,,species,,,,,,,45.1678687309,19.7018414301,EPSG:4326
29608,1703163123,,464047,Conocybe deliquescens,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,,Conocybe,,species,,,,,,,45.7854090324,20.1358419657,EPSG:4326
380956,3109185428,,121765,Conocybe tenera,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,,Conocybe,,species,,,,,,,44.7918215989,20.412610732,EPSG:4326
30774,3384400922,,56314,Coprinellus disseminatus,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,,Coprinellus,,species,,,,,,,44.7918560996,20.412610732,EPSG:4326
20330,4091610221,,203062,Coprinellus domesticus,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,,Coprinellus,,species,,,,,,,45.1247930986,19.6560556705,EPSG:4326
22507,4015003626,,56316,Coprinellus flocculosus,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,,Coprinellus,,species,,,,,,,44.6552849722,20.45371,EPSG:4326
400045,1677295651,,410688,Coprinellus impatiens,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,,Coprinellus,,species,,,,,,,43.4022101684,21.9497823715,EPSG:4326
344149,441982094,,,"Coprinellus marculentus (Britzelm.) Redhead, Vilgalys & Moncalvo",Fungi,,,,,,,,,,,,,,Beograd,44,21,WGS84
398595,2013763281,,56318,Coprinellus micaceus,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,,Coprinellus,,species,,,,,,,42.8571069031,22.0033374375,EPSG:4326
383431,3109196565,,203063,Coprinellus xanthothrix,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,,Coprinellus,,species,,,,,,,44.7646564973,20.4365460947,EPSG:4326
28033,4121042956,,851559,Coprinopsis alopecia,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,,Coprinopsis,,species,,,,,,,45.1549194444,19.7157138889,EPSG:4326
134850,3408026654,,48521,Coprinopsis atramentaria,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,,Coprinopsis,,species,,,,,,,45.1741666667,19.9,EPSG:4326
136423,3985850025,,55605,Coprinopsis lagopus,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,,Coprinopsis,,species,,,,,,,45.1272174999,19.7452068022,EPSG:4326
3455,3383843273,,825086,Coprinopsis melanthina,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,,Coprinopsis,,species,,,,,,,44.7849722092,20.3835865483,EPSG:4326
384538,3398896655,,63224,Coprinopsis picacea,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,,Coprinopsis,,species,,,,,,,45.1857323143,19.8197932541,EPSG:4326
606216,1703173800,,371747,Coprinopsis romagnesiana,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,,Coprinopsis,,species,,,,,,,45.7946837338,20.1365447044,EPSG:4326
356378,4137685058,,851570,Coprinopsis strossmayeri,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,,Coprinopsis,,species,,,,,,,43.7789416667,21.9466633333,EPSG:4326
24674,3985737522,,47392,Coprinus comatus,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Coprinaceae,,Coprinus,,species,,,,,,,45.2630143173,19.8057200387,EPSG:4326
335862,3903349507,,56324,Coprinus sterquilinus,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Coprinaceae,,Coprinus,,species,,,,,,,43.6086924461,20.6112222746,EPSG:4326
27867,3698399445,,119118,Cordyceps militaris,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,,Cordyceps,,species,,,,,,,44.204551,19.721709,EPSG:4326
400048,3384900688,,350460,Coriolopsis gallica,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,,Coriolopsis,,species,,,,,,,43.4011183691,21.4130555838,EPSG:4326
397659,3947205365,,515019,Cortinarius atrovirens,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,,Cortinarius,,species,,,,,,,43.9837480196,19.5076043423,EPSG:4326
136448,2563440255,,515023,Cortinarius bulliardii,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,,Cortinarius,,species,,,,,,,44.264615,20.599901,EPSG:4326
4218,2236872442,,125364,Cortinarius caperatus,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,,Cortinarius,,species,,,,,,,44.2741600552,20.5197455301,EPSG:4326
401841,3947198035,,518760,Cortinarius cotoneus,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,,Cortinarius,,species,,,,,,,43.2849166667,20.8161416667,EPSG:4326
401486,4137903439,,702644,Cortinarius crassus,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,,Cortinarius,,species,,,,,,,43.3940416667,20.8938133333,EPSG:4326
399745,3925178189,,147323,Cortinarius flexipes,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,,Cortinarius,,species,,,,,,,43.91646503,19.4212716445,EPSG:4326
34136,3398634077,,381919,Cortinarius infractus,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,,Cortinarius,,species,,,,,,,43.9210897,19.4262738,EPSG:4326
18635,1930121951,,,Cortinarius purpurascens (Fr.) Fr.,Fungi,Basidiomycota,,,Cortinariaceae,,Cortinarius,,Species,,,Europe,Serbia,,"Nova Varos, ""Yugoslavia"" at the Hotel Panorama",,,
30910,4138104369,,67585,Cortinarius purpureus,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,,Cortinarius,,species,,,,,,,43.774295,21.935605,EPSG:4326
607510,3985764799,,332482,Cortinarius salor,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,,Cortinarius,,species,,,,,,,43.9178,19.4203366667,EPSG:4326
585472,3925439980,,55030,Cortinarius sanguineus,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,,Cortinarius,,species,,,,,,,43.9182522273,19.4203466177,EPSG:4326
20749,3399410023,,628368,Cortinarius saporatus,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,,Cortinarius,,species,,,,,,,43.9280139722,19.53405,EPSG:4326
134085,3947504397,,125353,Cortinarius semisanguineus,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,,Cortinarius,,species,,,,,,,43.9125351394,19.4199479263,EPSG:4326
29755,4046738357,,58674,Cortinarius torvus,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,,Cortinarius,,species,,,,,,,45.1615039107,19.5060885681,EPSG:4326
32843,3109159419,,58676,Cortinarius traganus,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,,Cortinarius,,species,,,,,,,44.0976312335,20.494941473,EPSG:4326
606205,3961350528,,54631,Cortinarius trivialis,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,,Cortinarius,,species,,,,,,,45.1685564735,19.6384402602,EPSG:4326
350091,3915322889,,124344,Cortinarius violaceus,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,,Cortinarius,,species,,,,,,,43.920107,19.425155,EPSG:4326
17491,4137608434,,911310,Cotylidia pannosa,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Rickenellaceae,,Cotylidia,,species,,,,,,,43.5548583333,20.8131633333,EPSG:4326
400907,4137920462,,350509,Craterellus cinereus,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,,Craterellus,,species,,,,,,,45.1676439778,19.8062973842,EPSG:4326
401795,4138003195,,48607,Craterellus cornucopioides,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,,Craterellus,,species,,,,,,,45.1443972222,19.6086388889,EPSG:4326
397849,1802695361,,350511,Craterellus tubaeformis,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,,Craterellus,,species,,,,,,,43.3906412601,22.0048427582,EPSG:4326
24699,3415431111,,1137797,Craterellus undulatus,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,,Craterellus,,species,,,,,,,45.1959667636,19.8422349617,EPSG:4326
24574,3416184186,,350514,Crepidotus applanatus,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Crepidotaceae,,Crepidotus,,species,,,,,,,45.1732657941,19.4681915268,EPSG:4326
397418,4096737306,,350515,Crepidotus calolepis,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Crepidotaceae,,Crepidotus,,species,,,,,,,45.7774649749,18.8982361928,EPSG:4326
376688,3415500075,,154733,Crepidotus crocophyllus,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Crepidotaceae,,Crepidotus,,species,,,,,,,45.1580555556,19.7061111111,EPSG:4326
28560,4021962129,,118283,Crepidotus mollis,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Crepidotaceae,,Crepidotus,,species,,,,,,,45.1291246997,19.7399014997,EPSG:4326
606170,3455814548,,155053,Crepidotus variabilis,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Crepidotaceae,,Crepidotus,,species,,,,,,,44.7921118799,20.4111301526,EPSG:4326
399207,1703163389,,118282,Crinipellis scabella,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,,Crinipellis,,species,,,,,,,45.7854109028,20.1359707117,EPSG:4326
28242,1677317141,,120030,Crucibulum laeve,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Nidulariaceae,,Crucibulum,,species,,,,,,,43.2589559004,21.9445896149,EPSG:4326
154697,3992663730,,ASV:c7ddec34334f698b9e4b99a708717f5c,Cryptococcus neoformans,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Cryptococcaceae,,Cryptococcus,,,,,,Serbia,,,,,
28281,4067418661,,382066,Cumminsiella mirabilissima,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Pucciniaceae,,Cumminsiella,,species,,,,,,,44.8075279095,20.401871524,EPSG:4326
399556,3988629775,,361641,Cuphophyllus pratensis,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,,Cuphophyllus,,species,,,,,,,45.1581626425,19.7415810451,EPSG:4326
610593,2999171891,,486380,Cuphophyllus virgineus,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,,Cuphophyllus,,species,,,,,,,44.249362,19.881997,EPSG:4326
